id,title,tags
36834,Total Eclipse,"young, wild poet arthur rimbaud and his mentor paul verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle. drama, romance, leonardodicaprio, davidthewlis, romanebohringer, dominiqueblanc, nitaklein, agnieszkaholland"
9090,"To Wong Foo, Thanks for Everything! Julie Newmar","three new york drag queens on their way to hollywood for a beauty pageant get stranded in a small midwestern town for the entire weekend when their car breaks down. while waiting for parts for their cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common. comedy, patrickswayze, wesleysnipes, johnleguizamo, stockardchanning, jasonlondon, beebankidron"
3512,Under Siege 2: Dark Territory,"a passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. he has planned to blow up washington dc and only one man can stop him, former navy seal casey ryback. action, thriller, stevenseagal, ericbogosian, everettmcgill, katherineheigl, моррисчестнат, geoffmurphy"
52856,Unstrung Heroes,"steven lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy uncles. there he changes and gets closer to his uncles, but his parents want him home even though he is finally happy and popular. written by todd weiser comedy, drama, family, andiemacdowell, johnturturro, michaelrichards, nathanwatt, maurychaykin, dianekeaton"
77350,Unzipped,"using a variety of cinematographic techniques, the world of high- profile fashion designer issac mizrahi is portrayed as being driven by excitement and creativity, despite the concomitant chaos and cacophony. mizrahi's frenzied genius and rollercoaster emotions paint a humorous and personal portrait of a brilliant designer. famous ""supermodels"", actors, and actresses populate issac's rarified world, but douglas keeve's cameras capture the stress and turbulence beneath the placid coolness of glamour. written by tad dibbern documentary, sandrabernhard, isaacmizrahi, naomicampbell, johngalliano, katemoss, douglaskeeve"
9560,A Walk in the Clouds,"world war ii vet paul sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family. drama, romance, keanureeves, aitanasánchez-gijón, anthonyquinn, angélicaaragón, evangelinaelizondo, alfonsoaráu"
9804,Waterworld,"in a futuristic world where the polar ice caps have melted and made earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. they escape, along with her young charge, enola, and sail off aboard his ship. but the trio soon becomes the target of a menacing pirate who covets the map to 'dryland' – which is tattooed on enola's back. adventure, action, kevincostner, chaimgirafi, rickaviles, r.d.call, zittokazann, kevinreynolds"
31611,White Man's Burden,"the story takes place in alternative america where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. louis pinnock is a white worker in a chocolate factory, loving husband and father of two children. while delivering a package for black ceo thaddeus thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. desperate pinnock takes a gun and kidnaps thomas, demanding justice. drama, johntravolta, harrybelafonte, kellylynch, margaretavery, tombower, desmondnakano"
65796,Wild Bill,"biopic about famous gunslinger wild bill hickock. the early career of legendary lawman is telescoped and culminates in his relocation in deadwood and a reunion with calamity jane. action, western, jeffbridges, ellenbarkin, johnhurt, dianelane, keithcarradine, walterhill"
49805,The Browning Version,"andrew crocker-harris is an embittered and disliked teacher of greek and latin at a british prep school. after nearly 20 years of service, he is being forced to retire on the pretext of his health, and perhaps may not even be given a pension. the boys regard him as a hitler, with some justification. his wife laura is unfaithful, and lives to wound him any way she can. andrew must come to terms with his failed life and regain at least his own self-respect. drama, albertfinney, gretascacchi, matthewmodine, juliansands, michaelgambon, mikefiggis"
26258,Bushwhacked,"a inept courier realises he has been used by criminals to deliver money. on the run from both the criminals and police, he poses as a scout leader and leads a scout group on a hike through the mountains. adventure, action, comedy, crime, family, danielstern, jonpolito, bradsullivan, anndowd, anthonyheald, gregbeeman"
50797,Burnt by the Sun,"russia, 1936: revolutionary hero colonel kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter nadia and other assorted family and friends. things change dramatically with the unheralded arrival of cousin dmitri from moscow, who charms the women and little nadia with his games and pianistic bravura. but kotov isn't fooled: this is the time of stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that dmitri isn't paying a social call... drama, nikitamikhalkov, olegmenshikov, ingeborgadapkunaite, vyacheslavtikhonov, nadezhdamikhalkova, nikitamikhalkov"
19155,Before the Rain,"the circularity of violence seen in a story that circles on itself. in macedonia, during war in bosnia, christians hunt an ethnic albanian girl who may have murdered one of their own. a young monk who's taken a vow of silence offers her protection. in london, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant. drama, war, katrincartlidge, radeserbedzija, grégoirecolin, labinamitevska, phyllidalaw, milčomančevski"
76,Before Sunrise,"a dialogue marathon of a film, this fairytale love story of an american boy and french girl. during a day and a night together in vienna their two hearts collide. drama, romance, ethanhawke, juliedelpy, andreaeckert, hannopöschl, karlbruckschwaiger, richardlinklater"
11017,Billy Madison,"billy madison is the 27 year-old son of bryan madison, a very rich man who has made his living in the hotel industry. billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business. comedy, adamsandler, darrenmcgavin, bridgettewilson, bradleywhitford, joshmostel, tamradavis"
37141,The Babysitter,"jennifer (alicia silverstone) is a lovely teen who has been hired to baby-sit the kids of harry tucker (j.t. walsh) and his wife, dolly (lee garlington). the tuckers go to a party and proceed to get inebriated, with mr. tucker fantasizing about his beautiful baby sitter. meanwhile, jack (jeremy london), her boyfriend, and mark (nicky katt), another guy interested in her, decide to spy on jennifer at the tucker house, with each young man also fixated on her. drama, thriller, aliciasilverstone, jeremylondon, j.t.walsh, nickykatt, leegarlington, guyferland"
9382,Boys on the Side,"after breaking up with her girlfriend, a nightclub singer, jane, answers a personal ad from robin, a real estate agent with aids, seeking a cross-country travel partner. on their journey from new york city to los angeles, the two stop by pittsburgh to pick up robin's friend holly, who is trying to escape an abusive relationship. with three distinct personalities, the women must overcome their differences to help one another. comedy, drama, whoopigoldberg, mary-louiseparker, drewbarrymore, matthewmcconaughey, jamesremar, herbertross"
6715,The Cure,"dexter, age 11, who has aids, and his next door neighbor eric, a little older and much bigger, become best friends. eric also becomes closer to dexter's mother than to his own, who is neglectful and bigoted and violently forbids their friendship upon learning of it. dexter and erik start the journey to find ""the cure"" they had read about in the local newspaper. drama, family, bradrenfro, josephmazzello, annabellasciorra, nickykatt, dianascarwid, peterhorton"
18256,Castle Freak,"john has inherited a castle and italy and he moves there with his wife susan and their blind daughter rebecca. what they don't realize is that there is somebody else in the castle. an abused child left to die in the basement who has now become the castle freak and is out to wreak havoc. thriller, drama, horror, mystery, jeffreycombs, barbaracrampton, jonathanfuller, jessicadollarhide, massimosarchielli, stuartgordon"
22625,Circle of Friends,"'circle of friends' is set in 1950's ireland. the movie focuses on benny hogan and her best friend, eve malone. the story centers around benny and eve as they enter student life at university college, dublin. here benny and eve reunite with their childhood friend, the ice-cool nan mahon, the 'college belle'. they also encounter the handsome and charming jack foley, whom benny quickly falls for. drama, family, romance, chriso'donnell, minniedriver, geraldineo'rawe, saffronburrows, alancumming, pato'connor"
2292,Clerks,"convenience and video store clerks dante and randal are sharp-witted, potty-mouthed and bored out of their minds. so in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives. comedy, briano'halloran, jeffanderson, jasonmewes, kevinsmith, lisaspoonhauer, kevinsmith"
1909,Don Juan DeMarco,"john arnold demarco is a man who believes he is don juan, the greatest lover in the world. clad in a cape and mask, demarco undergoes psychiatric treatment with dr. jack mickler to cure him of his apparent delusion. but the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, dr mickler, who rekindles the romance in his complacent marriage. romance, drama, comedy, johnnydepp, marlonbrando, fayedunaway, géraldinepailhas, bobdishy, jeremyleven"
8984,Disclosure,"a computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life. drama, thriller, crime, mystery, romance, michaeldouglas, demimoore, donaldsutherland, dylanbaker, jacquelinekim, barrylevinson"
61813,Dream Man,"kris is a homicide cop with psychic abilities. she works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. but are her visions true, or planned by someone who knows what she can see? thriller, patsykensit, brucegreenwood, andrewmccarthy, denisecrosby, arminshimerman, renébonnière"
4954,Drop Zone,"a team of skydiving crooks led by dea-agent-turned-bad ty moncrief (busey) specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. federal marshal pete nessip (snipes) lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor jessie crossmann (butler) so he can track them down. action, adventure, thriller, wesleysnipes, garybusey, yancybutler, michaeljeter, corinnemec, johnbadham"
62488,Destiny Turns on the Radio,"johnny destiny burns into las vegas in his hot plymouth roadrunner, stopping only to pick up a stranger stranded in the desert. but then, things aren't always as they seem. anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. as the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. is it fate...or just destiny? crime, comedy, fantasy, dylanmcdermott, nancytravis, jameslegros, quentintarantino, jimbelushi, jackbaran"
10531,Death and the Maiden,"a political activist is convinced that her guest is a man who once tortured her for the government. drama, thriller, mystery, sigourneyweaver, benkingsley, stuartwilson, krystiamova, jonathanvega, romanpolanski"
11929,Dolores Claiborne,"dolores claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. now she has been accused of killing her employer, vera donovan, and this time there is a witness who can place her at the scene of the crime. things look bad for dolores when her daughter selena, a successful manhattan magazine writer, returns to cover the story. crime, drama, mystery, kathybates, jenniferjasonleigh, judyparfitt, christopherplummer, davidstrathairn, taylorhackford"
8467,Dumb and Dumber,"lloyd and harry are two men whose stupidity is really indescribable. when mary, a beautiful woman, loses an important suitcase with money before she leaves for aspen, the two friends (who have found the suitcase) decide to return it to her. after some ""adventures"" they finally get to aspen where, using the lost money they live it up and fight for mary's heart. comedy, jimcarrey, jeffdaniels, laurenholly, terigarr, mikestarr, peterfarrelly,bobbyfarrelly"
10451,Eat Drink Man Woman,"the film tells the story of a retired and widowed chinese master chef chu (si hung lung) and his family living in modern day taipei, taiwan. at the start of the film, he lives with his three attractive daughters, all of whom are unattached. as the film progresses, each of the daughters encounters new men in their lives. when these new relationships blossom, the stereotypes are broken and the living situation within the family changes.. the film features several scenes displaying the techniques and artistry of gourmet chinese cooking. since the family members have difficulty expressing their love for each other, the intricate preparation of banquet quality dishes for their sunday dinners is the surrogate for their familial feelings. comedy, drama, romance, sihunglung, yu-wenwang, jacklynwu, yangkuei-mei, winstonchao, anglee"
20156,Exotica,"in the upscale toronto strip club exotica, dancer christina is visited nightly by the obsessive francis, a depressed tax auditor. her ex-boyfriend, the club's mc, eric, still jealously pines for her even as he introduces her onstage, but eric is having his own relationship problems with the club's owner, zoe. meanwhile thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives. gradually, connections between the traumatic pasts of these characters are revealed. drama, mystery, brucegreenwood, miakirshner, eliaskoteas, donmckellar, sarahpolley, atomegoyan"
18395,Exit to Eden,"elliot is going to the island of eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. smugglers, and detectives, follow him to the island, where they try to retrieve the film. elliot begins falling in love with lisa, the head mistress of the island, and lisa must evaluate her feelings about elliot and her own motivations. thriller, comedy, crime, romance, danadelany, paulmercurio, rosieo'donnell, danaykroyd, héctorelizondo, garrymarshall"
522,Ed Wood,"the mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless b-movies without ever becoming famous or successful. comedy, drama, history, johnnydepp, martinlandau, sarahjessicaparker, patriciaarquette, jeffreyjones, timburton"
397,French Kiss,"french kiss is director kasdan’s best film since the bodyguard. the plot involves a couple in love and one woman’s attempt to fly to paris to get her lover back from a business trip and marry him. on the way she unknowingly smuggles something of value that has a petty thief chasing her across france as she chases after her future husband. comedy, romance, megryan, kevinkline, timothyhutton, jeanreno, adambrooks, lawrencekasdan"
10525,Forget Paris,"mickey gordon is a basketball referee who travels to france to bury his father. ellen andrews is an american living in paris who works for the airline he flies on. they meet and fall in love, but their relationship goes through many difficult patches. the story is told in flashback by their friends at a restaurant waiting for them to arrive. comedy, drama, romance, billycrystal, debrawinger, joemantegna, cynthiastevenson, richardmasur, billycrystal"
27985,Far from Home: The Adventures of Yellow Dog,"teenager angus adopts a stray dog and names him yellow. several days later, while travelling along the coast of british columbia with angus's father, john, the boy and dog become stranded when turbulent waters capsize their boat. angus's parents relentlessly badger rescue teams. angus, schooled by his father in wilderness survival skills, and assisted by the intelligent yellow dog, tries to attract rescuers. action, adventure, drama, family, mimirogers, jessebradford, brucedavison, tombower, joelpalmer, phillipborsos"
15789,A Goofy Movie,"though goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, max. when max's lighthearted prank on his high-school principal finally gets his longtime crush, roxanne, to notice him, he asks her on a date. max's trouble at school convinces goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was max's age, which throws a kink in his son's plans to impress roxanne. romance, animation, family, comedy, adventure, billfarmer, jasonmarsden, robpaulsen, jimcummings, kelliemartin, kevinlima,paulbrizzi"
27303,Hideaway,"hatch harrison, his wife, lindsey, and their daughter, regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills hatch. however, an ingenious doctor, jonas nyebern, manages to revive hatch after two lifeless hours. but hatch does not come back unchanged. he begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer. drama, thriller, jeffgoldblum, christinelahti, aliciasilverstone, jeremysisto, alfredmolina, brettleonard"
21183,Fluke,"workaholic thomas johnson dies in an auto accident and comes back to life as a dog. remembering some of who he was, he returns to his wife and son to protect them from the man who caused his accident. but, as time goes by, he remembers more of his life, and realizes he wasn't such a good husband and father. drama, family, fantasy, samuell.jackson, matthewmodine, nancytravis, ericstoltz, maxpomeranc, carlocarlei"
10954,Farinelli,"farinelli is a 1994 biopic film about the life and career of italian opera singer farinelli, considered one of the greatest castrato singers of all time. history, drama, stefanodionisi, enricoloverso, elsazylberstein, jeroenkrabbé, carolinecellier, gérardcorbiau"
47867,Gordy,"a talking pig named gordy becomes involved in a quest to save his family from the slaughterhouse. drama, family, fantasy, tedmanson, afemoomilami, marklewis"
43475,Gumby: The Movie,"the band is back together! gumby reunites with the clayboys to perform at a concert benefiting local farmers. but things take an unexpected turn when gumby s dog, lowbelly, reacts to the music by crying tears of real pearl! fortune turns into disaster as gumby s archenemies, the blockheads, devise an elaborate scheme to dognap lowbelly and harvest her pearls for themselves. when the blockheads initial plan fails, they kidnap the clayboys as well...and replace them with clones! the battle between clayboys and clones is filled with trains and planes, knights and fights, thrills and spills. true to classic gumby adventures, gumby: the movie takes viewers in and out of books, to toyland, camelot, outer space and beyond! fantasy, animation, science fiction, family, sindatos, artclokey"
72031,The Glass Shield,"j.j. is a rookie in the sheriff's department and the first black officer at that station. racial tensions run high in the department as some of j.j.'s fellow officers resent his presence. his only real friend is the other new trooper, the first female officer to work there, who also suffers similar discrimination in the otherwise all-white-male work environment. when j.j. becomes increasingly aware of police corruption during the murder trial of teddy woods, whom he helped to arrest, he faces difficult decisions and puts himself into grave personal danger in the service of justice. drama, action, thriller, crime, icecube, loripetty, erichanderson, richardanderson, thomasbabson, charlesburnett"
14275,Hoop Dreams,"this documentary follows two inner-city chicago residents, arthur agee and william gates, as they follow their dreams of becoming basketball superstars. beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their ""hoop dreams"". documentary, williamgates, arthuragee, stevejames, stevejames"
1024,Heavenly Creatures,"based on the true story of juliet hulme and pauline parker, two close friends who share a love of fantasy and literature, who conspire to kill pauline's mother when she tries to end the girls' intense and obsessive relationship. drama, fantasy, melanielynskey, katewinslet, sarahpeirse, simono'connor, dianakent, peterjackson"
17207,Houseguest,"in hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent pennsylvania suburb. comedy, family, sinbad, philhartman, jeffreyjones, kimgreist, masonadams, randallmiller"
13701,Immortal Beloved,"the life and death of the legendary ludwig van beethoven. beside all the work he is known for, the composer once wrote a famous love letter to a nameless beloved and the movie tries to find out who this beloved was. not easy as beethoven has had many women in his life. drama, music, romance, garyoldman, jeroenkrabbé, isabellarossellini, johannatersteege, marcohofschneider, bernardrose"
14819,Heavyweights,"camp hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. but when tyrannical fitness guru tony buys the camp, he puts the kids on a cruel regimen that goes too far. sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun. comedy, family, drama, benstiller, aaronschwartz, kenanthompson, jerrystiller, annemeara, stevenbrill"
32631,The Hunted,"a businessman on a trip to tokyo ends up in the middle of a centuries old feud between a criminal ninja cult and a samurai when he witnesses a assassination performed by the ninja-cult leader. action, thriller, christopherlambert, johnlone, joanchen, yoshioharada, yokoshimada, j.f.lawton"
11777,I.Q.,"albert einstein helps a young man who's in love with einstein's niece to catch her attention by pretending temporarily to be a great physicist. comedy, drama, romance, timrobbins, megryan, waltermatthau, loujacobi, stephenfry, fredschepisi"
628,Interview with the Vampire,"a vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter. horror, romance, bradpitt, tomcruise, kirstendunst, antoniobanderas, christianslater, neiljordan"
87729,Jefferson in Paris,"his wife having recently died, thomas jefferson accepts the post of united states ambassador to pre-revolutionary france, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. in paris, he becomes smitten with cultured artist maria cosway, but, when his daughter visits from virginia accompanied by her attractive slave, sally hemings, jefferson's attentions are diverted. drama, romance, nicknolte, gretascacchi, thandienewton, gwynethpaltrow, jean-pierreaumont, jamesivory"
18713,The Jerky Boys,"when two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a chicago mob boss and curry favor with organized crime in new york, the trouble begins. it isn't long before johnny and kamal (the ""jerky boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor. comedy, crime, johng.brennan, kamalahmed, alanarkin, williamhickey, vincentpastore, jamesmelkonian"
6280,Junior,"as part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body. comedy, family, romance, arnoldschwarzenegger, dannydevito, emmathompson, franklangella, pamelareed, ivanreitman"
9061,Just Cause,"bobby earl is facing the electric chair for the murder of a young girl. eight years after the crime he calls in paul armstrong, a professor of law, to help prove his innocence. armstrong quickly uncovers some overlooked evidence to present to the local police, but they aren't interested - bobby was their killer. action, drama, mystery, thriller, seanconnery, laurencefishburne, blairunderwood, katecapshaw, rubydee, arneglimcher"
37108,A Kid in King Arthur's Court,"a southern california kid named calvin fuller is magically transported to the medieval kingdom of camelot through a crack in the ground caused by an earthquake. once there, he learns he was summoned by the wizard merlin, who needs calvin to save camelot. using dazzling modern inventions, can calvin help king arthur retain his crown and thwart the evil lord belasco? adventure, fantasy, comedy, science fiction, family, thomasiannicholas, jossackland, artmalik, danielcraig, katewinslet, michaelgottlieb"
6071,Kiss of Death,"jimmy kilmartin is an ex-con living in astoria in the new york city borough of queens, trying to stay clean and raising a family with his wife bev. but when his cousin ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named calvin hart is injured and jimmy lands back in prison. in exchange for an early release, he is asked to help bring down a local crime boss named little junior brown.  jimmy remarries and attempts to renew a relationship with his child. but he is sent undercover by detective hart to work with junior and infiltrate his operations. as soon as little junior kills an undercover federal agent with jimmy watching, the unscrupulous district attorney and the feds further complicate his life. he must take down junior or face the consequences. action, crime, drama, thriller, davidcaruso, samuell.jackson, nicolascage, helenhunt, kathrynerbe, barbetschroeder"
11,Star Wars,"princess leia is captured and held hostage by the evil imperial forces in their effort to take over the galactic empire. venturesome luke skywalker and dashing captain han solo team together with the loveable robot duo r2-d2 and c-3po to rescue the beautiful princess and restore peace and justice in the empire. adventure, action, science fiction, markhamill, harrisonford, carriefisher, petercushing, alecguinness, georgelucas"
9587,Little Women,"with their father away as a chaplain in the civil war, jo, meg, beth and amy grow up with their mother in somewhat reduced circumstances. they are a close family who inevitably have their squabbles and tragedies. but the bond holds even when, later, male friends start to become a part of the household. drama, romance, winonaryder, gabrielbyrne, trinialvarado, samanthamathis, kirstendunst, gillianarmstrong"
19101,A Little Princess,"when her father enlists to fight for the british in wwi, young sara crewe goes to new york to attend the same boarding school her late mother attended. she soon clashes with the severe headmistress, miss minchin, who attempts to stifle sara's creativity and sense of self- worth. drama, family, fantasy, lieselmatthews, eleanorbron, liamcunningham, rustyschwimmer, vanessaleechester, alfonsocuarón"
49980,Ladybird Ladybird,"this ken loach docu-drama relates the story of a british woman's fight with social services over the care of her children. maggie has a history of bouncing from one abusive relationship to another. she has four children, of four different fathers, who came to the attention of social services when they were injured in a fire. subsequently, maggie was found to be an ""unfit mother"" and her children were removed from her care. she finally meets the man of her dreams, a paraguayan expatriate, and they start a family together. unfortunately, social services seems unwilling to accept that her life has changed and rends them from their new children. she and jorge together, and separately, fight social services, immigration, and other government bureaucrats in a desperate battle to make their family whole again. drama, crissyrock, vladimirvega, sandielavelle, mauriciovenegas, raywinstone, kenloach"
17961,L'Enfer,"paul, an irritable and stressed-out hotel manager, begins to gradually develop paranoid delusions about his wife's infidelity... crime, drama, emmanuellebéart, françoiscluzet, nathaliecardone, andréwilms, marclavoine, claudechabrol"
18183,Like Water for Chocolate,"tita is passionately in love with pedro, but her controlling mother forbids her from marrying him. when pedro marries her sister, tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak. drama, romance, marcoleonardi, lumicavazos, reginatorné, adacarrasco, marioivánmartínez, alfonsoaráu"
4476,Legends of the Fall,"an epic tale of three brothers and their father living in the remote wilderness of 1900s usa and how their lives are affected by nature, history, war, and love. adventure, drama, romance, war, bradpitt, anthonyhopkins, aidanquinn, juliaormond, henrythomas, edwardzwick"
11008,Major Payne,"major benson winifred payne is being discharged from the marines. payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. a career marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's jrotc program, a bunch of ragtag losers with no hope. adventure, comedy, family, damonwayans, orlandobrown, michaelironside, karynparsons, stevenmartini, nickcastle"
47504,Little Odessa,"the film follows the personal relationship between a father and his two sons, one of whom is a hit-man for the russian mafia in brooklyn. action, drama, edwardfurlong, timroth, moirakelly, vanessaredgrave, maximilianschell, jamesgray"
32325,Mi Vida Loca,"mousie and sad girl are childhood best friends in a contemporary los angeles poor hispanic neighborhood. but when sad girl becomes pregnant by mousie's boyfriend, a drug dealer named ernesto, the two become bitter enemies. while their dispute escalates towards violence, the violence of the world around them soon also impacts their lives. crime, drama, angelaviles, seidylópez, jacobvargas, salmahayek, dannytrejo, allisonanders"
43742,Love Affair,"ex-football star mike gambril meets terry mckay on a flight to sydney, which is forced to land on a small atoll. they become romantic on board a ship sent to take them to a larger island. they agree to meet in new york three months later to see if the attraction is real. one shows up but the other doesn't. however, a chance meeting brings them together again. drama, romance, warrenbeatty, annettebening, katharinehepburn, garryshandling, chloewebb, glenngordoncaron"
28313,Losing Isaiah,"khaila richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. in reality, the baby has been adopted by a warm-hearted social worker, margaret lewin, and her husband, charles. years later, khaila has gone through rehab and holds a steady job. after learning that her child is still alive, she challenges margaret for the custody. drama, jessicalange, halleberry, davidstrathairn, samuell.jackson, cubagoodingjr., stephengyllenhaal"
11318,The Madness of King George,"nicholas hytner’s much awarded 1994 drama, based on alan bennett's west end play. george iii's erratic behaviour leads to a plot in parliament to have him declared insane and removed from the throne. comedy, drama, history, nigelhawthorne, helenmirren, ianholm, rupertgraves, amandadonohoe, nicholashytner"
3036,Mary Shelley's Frankenstein,"based on mary shelley's novel, ""frankenstein"" tells the story of victor frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. his experiments lead to the creation of a monster, which frankenstein has put together with the remains of corpses. it's not long before frankenstein regrets his actions. drama, horror, science fiction, romance, robertdeniro, kennethbranagh, tomhulce, helenabonhamcarter, aidanquinn, kennethbranagh"
40490,Man of the House,"ben archer is not happy. his mother, sandy, has just met a man, and it looks like things are pretty serious. driven by a fear of abandonment, ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. however, after ben and jack's experiences in the indian guides, the two become much closer. action, comedy, family, farrahfawcett, chevychase, jonathantaylorthomas, georgewendt, davidshiner, jamesorr"
24070,Mixed Nuts,"the events focus around a crisis hotline business on one crazy night during the christmas holidays. comedy, drama, romance, stevemartin, madelinekahn, robertklein, anthonylapaglia, juliettelewis, noraephron"
8986,Milk Money,"three young boys pool their money and pay v, a kindhearted prostitute, to strip for them. afterward, she drives them home to the suburbs -- but then her car breaks down. it's just as well, though, because a mobster named waltzer is after her, and v realizes the suburbs are the perfect place to hide. but things get a lot more complicated when v falls in love with tom, a single father who is unaware of her real profession. comedy, romance, melaniegriffith, edharris, michaelpatrickcarter, malcolmmcdowell, anneheche, richardbenjamin"
10510,Miracle on 34th Street,"a little girl discovers dreams can come true if you really believe. six-year-old susan walker has doubts about childhood's most enduring miracle - santa claus. her mother told her the 'secret' about santa a long time ago. but after meeting a special department store santa who's convinced he's the real thing, susan is given the most precious gift of all something to believe in. fantasy, drama, family, richardattenborough, elizabethperkins, dylanmcdermott, j.t.walsh, jamesremar, lesmayfield"
17402,Miami Rhapsody,"gwyn marcus has always wanted a marriage like her parents. she has just accepted the proposal of her boyfriend matt, but she has misgivings about their future together. her fear of commitment grows as she learns of the various affairs that her family is having. with her sister getting married and her brother already married, her mother is growing concerned about gwyn's being the last single person in the family. but the more she thinks about marriage, the more she must search for the balance between career, marriage and family. comedy, romance, sarahjessicaparker, antoniobanderas, miafarrow, gilbellows, kevinpollak, davidfrankel"
38722,My Family,"traces over three generations an immigrant family's trials, tribulations, tragedies, and triumphs. maria and jose, the first generation, come to los angeles, meet, marry, face deportation all in the 1930's. they establish their family in east l.a., and their children chucho, paco, memo, irene, toni, and jimmy deal with youth culture and the l.a. police in the 50's. as the second generation become adults in the 60's, the focus shifts to jimmy, his marriage to isabel (a salvadorian refugee), their son, and jimmy's journey to becoming a responsible parent. comedy, drama, edwardjamesolmos, jimmysmits, esaimorales, jenniferlopez, jacobvargas, gregorynava"
8438,Murder in the First,"inspired by a true story. a petty criminal sent to alcatraz in the 1930s is caught attempting to make an escape. as punishment he is put in solitary confinement. the maximum stay is supposed to be 19 days, but henri spends years alone, cold and in complete darkness, only to emerge a madman and soon to be a murderer. the story follows a rookie lawyer attempting to prove that alcatraz was to blame. crime, drama, christianslater, kevinbacon, garyoldman, embethdavidtz, williamh.macy, marcrocco"
11593,Nobody's Fool,"sully is a rascally ne'er-do-well approaching retirement age. while he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, carl, and flirts with carl's young wife toby. sully's long- forgotten son and family have moved back to town, so sully faces unfamiliar family responsibilities. meanwhile, sully's landlady's banker son plots to push through a new development and evict sully from his mother's life. drama, comedy, paulnewman, brucewillis, melaniegriffith, jessicatandy, dylanwalsh, robertbenton"
1945,Nell,"in a remote woodland cabin, a small town doctor discovers nell - a beautiful young hermit woman with many secrets. drama, thriller, jodiefoster, liamneeson, natasharichardson, richardlibertini, robinmullins, michaelapted"
39310,New Jersey Drive,"new jersey drive is a 1995 film about black youths in newark, new jersey, the unofficial ""car theft capital of the world"". their favorite pastime is that of everybody in their neighborhood: stealing cars and joyriding. the trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects. crime, drama, sharroncorley, donaldfaison, christinebaranski, gabrielcasseus, heavyd, nickgomez"
